,level_0,index,input,label
546,146,8621,Such drama and amazing,movies
547,147,5033,"This brief review is for the 40th Anniversary Nov 8, 2016 product release, not just another countless movie opinion.
BE WARNED: This item DOES NOT come with the ""post cards"" that are pictured with some of the earlier reviews.
It DOES NOT even come as pictured, with the protective card board cover sleeve.
Just a plain BluRay case with the 2 discs and the Digital HD card.
     for the actual movie...",movies
548,148,8926,"on order, seen version on the internet. Subtitles exist for part after Mortimer's introduction on PAL version. Hope video and sound are good on US version.
As others have said the stories and acting are very good. Wish there were more.
Looking forward to rumpole's return which seen 90% of - didn't see last part.

10/15/2015
IMHO the sound and video is good. Indoor scenes video is better than outside scenes for 1st 9 DVDs. Before the credits at an episode end there maybe a small rectangle with wiggling diagonal lines in the upper right hand corner, all episodes are prefaced by Mortimer. As others have said there aren't any subtitles.
Leo McKern's video titled McKern's memories is ~ 18 minutes long.  The quality of video and sound for the ""Rumpole's Return"" is same as other episodes. All bonus except for those mentioned above are write-ups on a page NOT a video.
 If you don't have the extras already then this set is ok. If you have all the episodes already it's expensive probably NOT worth it.",movies
549,149,5497,"I'm not capable to say, as many people says, if Travis, this taxi driver, is a madman or is more sane than the majority. But for me, one thing is clear: he will kill more times. Why this conclusion?
Well, Travis finds in his lonely life only a beautiful woman, the really superb Cybill Sepherd, which for me represents life or Eros. But after the sordid incident of the X rated cinema and the killings, Travis carries another more  time this woman in his taxi until her home: I think a clear invitation, really difficult to resist for any man.
But Travis although polite, rejects these opportunity of love and life, and the film ends in following with his taxi in search I think, of more problems, Thanatos or the death.",movies
550,150,2401,Harrison Ford portrays the President of the US. VERY GOOD movie! I really enjoyed it. It keeps you on the edge of your seat & is very action packed! 5 stars!,movies
551,151,1587,"If you fondly remember that great British import that we watched on TV way back in the 60s then you no doubt know about the content of what you are getting. You are more likely concerned about the quality of the product. Like John might say to Emma, ""You scratch my back and I'll scratch your back. Just watch the hat please."" John and Emma are back and are here to stay via DVD technology. Being on DVD, the aesthetics about the actual episodes are not in question here. More appropriately one may ask how they look. They look good, very good, excellent in fact. Still can't get that great theme out of my head.",movies
552,152,3792,"Great classic that never gets dull watching over and over.  Richard Dreyfuss is awesome just like in Jaws.  The UFOs flying through the sky looked real. I liked the background plot to hide the existence from the public, something that the government is capable of doing for cover-up.  No complaints, too bad it was fictional.",movies
553,153,3356,"Ok so in 35 years there is still no director's cut? I've heard that this version we all know and love of easy rider is only about 40% of what was the original director's cut. If someone is going to put out a special edition, then supposing we finally see a second disk with the 3 or so hours of deleted scenes? And I mean- a director's cut movie, not just a bunch of isolated deleted scenes. Also, if you're going to add bonus soundtrack items, how about including the Hendrix tune from the movie, which I think is about the only one i remember from the movie that is not in the original movie soundtrack lp. But.. besides me wanting to know what the other 3 hours was like, this movie is all time classic independent american cinema and highly recommended to anyone over 18. It has great performances by many folks down to the louisiana locals who were used to make the movie more authentic. The trip scene was bizare for its time and arguably even for today, but very relatable, if you are 'experienced'. The scenery is absolutely stunning (watch it in WIDEscreen). And it's a great look at a country polarized by cultures and an unpopular war (sound familiar?) Buy the movie but save on the 'extras' till the 'extras' means the whole 4+ hours movie.",movies
554,154,862,"I have used this now for a few months and have found it helpful.  I already knew that I was having problems with a nervous bladder, but when I experienced a prolapse, I was frightened.  After doing some research, I found that prior to any surgery or other medical things, a round of physical therapy would be ordered. I decided I'd rather do this in the privacy and comfort of my own home. Tasha Mulligan is a PT and specialized in this area. The anatomy and explanations are well done and well presented for visualization. This was important - and helpful - to me. Also helpful, is the quiet, matter of fact voice, the pace of the workouts, and her counting. I can't count, concentrate and exercise at the same time - I need someone else counting!  It took a full month of using this on the FIRST set of workouts, before I could slightly feel the muscles move.  It was in the second month that I began noticing the improvement of bladder issues, with the other nice side effect of seeing a slightly thinner waist and stomach muscles. The third month, the prolapse was not bothering me.  I have followed up with my OBGYN who let me know I was doing the right thing and encouraged me to keep it up.  I'm still only doing the first and part of the second sets of workouts.  I am well-pleased with the results and grateful that Tasha Mulligan put it out.",movies
555,155,6611,"This movie can be watched over and over again, and remains a wonderful mix of spectacular humor, silliness, pathos, and love. It is an almost perfect blend of all of the above. Darryl Hannah does an acceptable job, and Steve Martin is absolutely perfect.",movies
556,156,7075,"Resident Evil: Apocalypse begins where the first film left off as Raccoon City has become a sweltering pot hole for T-virus infected zombies that seek human flesh to devour.  People seek refuge outside the city as the Umbrella Corporation, which is responsible for the mishap, has risen walls around the city in order to contain the virus within the city.  When it becomes apparent that the T-virus has reached the outer wall the Umbrella Corporation shuts down the passageway out as the remaining people within the city are left to fend for themselves.  One of these people, Alice (Milla Jovovich), has just awakened inside a hospital where she is attached to several different machines that monitored her health, and once again she has to fight for survival.

The struggle for survival turns the film into a roller coaster journey that goes up and down, but unfortunately it seems to stay down most of the time as the action sequences become too cool, almost godlike, which removes any atmosphere of fear, or trepidation that Resident Evil should arise.  The true horror, which was an element in the first film, is wiped out as the film instead attempts to offers a cinematic experience through shoot 'em up action.  There are some interesting scenes such as Alice running down a wall, and the Nemesis attack on the S.T.A.R.S. station, which leaves one survivor.  But overall, Resident Evil: Apocalypse does not provide much fright or scare.  The action sequences, at times, feel awkward and more humorous than suspenseful as the characters are supposed to struggle for survival.  When some poor soul is about to die, it becomes slightly predictable as if some formula was concocted in order to save the film.

The film does not overcome its negatives as in the end the film does fall flat, but there are some highlights in the story.  For example, the film has interesting cinematography, good lightning, and cool special effects.  These positives only make it bearable to view the film as the story seems to be hurried and unfinished.  Resident Evil: Apocalypse is a distilled cinematic version of the video game by Capcom, but the film does not move the near heights of the video game as the film is purely a trip to the shooting range, which leaves an empty feeling within.",movies
557,157,7645,Good movie.  Carol Bernett is such a talented actress.,movies
558,158,1591,This DVD would not play on my machine even though it's designed for Blu-Ray DVDs.  Additional the only subtitles were in Spanish.  I had to return it.,movies
559,159,5106,great job,movies
560,160,1233,LOVE THIS!  UPSTAIRS DOWNSTAIRS IS AN AWESOME CLASSIC!  I LOVE BRITISH TV.  NOT TOO EXPLICIT AND VERY INTRIGUING.  THANK YOU,movies
561,161,1799,"LOVED it!!! I watched this on Masterpiece Theater and was hooked. Had to have it! If you are a fan of the show, this one will not disappoint! The cast, scenery, acting and writing were all superb! No wonder it is nominated for so many Emmys!!! Looking forward to the next installment!!!",movies
562,162,9576,"although this is a limited release,it is a must have for Bronson fans.previous version was a full screen sham,and this Blu-ray is wonderfully done in widescreen format.you will want this in your Blu-ray collection. Highly recommended!",movies
563,163,5879,"Campy classic, now almost thirty years old.  I loved it then and I still love it now.  Real makeup and special effects long before CGI.  Great story, if predictable.  Roddy McDowell is at his best.  Chris Sarandon plays the evil-undead to a tee.  Far, far superior to the recent remake (which was a hatchet job without thought).  The only negative is that my youngest daughter thought it was amusing...and not scary or thought-provoking!",movies
564,164,2636,"Definitely a film of it's genre. 1986, Miami vice was all the rage, Hunter, etc....
Stars the Handsome, timeless, Richard Gere, a fave since 77's ""Looking for Mr. Goodbar"". The beautiful Kim Basinger as a prostitute, ""Michelle"", from the bayou of Louisana. Not my favorite Gere film. Plenty of action, violence, mild gore , if that's your thing, this Gil right up your alley.",movies
565,165,1269,Great series,movies
566,166,9626,My 12 year old son loved it. He laughed!!,movies
567,167,482,"I thought the movie was sufficiently close to the Bible story. The sets were often lacking, but I enjoyed the movie anyway. I had a copy that I bought with the Bible Collection 7 or 8 years ago that I loaned out and never got back. I was happy to get this at around $7.
I recommend the Bible Collection highly.",movies
568,168,7811,"The true story of the Everest 1996 disaster is so compelling, it is almost unfathomable how that story could be taken, and made into a cheesy, poorly acted, poorly made film.  I guess the actors aren't all bad, but the cinematography is awful, the characters are never developed, the script is choppy, and the way the story is fleshed out is almost anti-climactic.

If you want the real experience of the drama and devastation that happened, read&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Into-Thin-Air-A-Personal-Account-of-the-Mt-Everest-Disaster/dp/0385494785/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Into Thin Air: A Personal Account of the Mt. Everest Disaster</a>&nbsp;by Jon Krakauer.  This movie just does not capture any of the terror or convey the personal trauma or experience of the individuals involved.

Now, for a compelling, beautifully written and riveting account of tragedy and the will to survive, watch&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Touching-the-Void/dp/B00020X94W/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Touching the Void</a>&nbsp;about the true story of Joe Simpson and Simon Yates.  THAT is how a mountaineering movie should be made!",movies
569,169,2911,Classic CD,movies
570,170,4098,"This still rates as one of Spielberg's best films. Richard Dreyfuss is at his best here as a man being drawn toward the unknown. The special effects were top notch for their day and still hold up well. There are scenes in this movie, such as the scene in which Dreyfuss is in his car and the UFO lights up his car and the mailboxes are rattling, that just knock you on your a## in suspense. The film is directed beautifully and the story told dramatically. This film is a masterpiece in film history and always will be. Spielberg was hitting his stride at this point, Jaws, Raiders of the Lost Ark, Close Encounters, E.T. are all great films in their own right. Despite the fact that Spielberg still makes great films this was the time when he really soared.",movies
571,171,8402,This movie is one of the unknown greats in my opinion....I love everything about this movie and am going my kids are old enough to enjoy it with me now!!!,movies
572,172,7523,"First I picked up the LP at an estate sale. What great songs, and not you typical musical songs. You know, these are Sinatra songs. SO I say hey lets rent the movie and see what this is all about. Turns out the plot is one we'd seen before. But the seeing these actors move around and talk in all that Technicolor! It's a nice movie though, life lessons for young men and young women...and maybe even older women. We loved it.",movies
573,173,7579,Good movie at a good price.  The extras were enjoyable and perfect for to the point behind the scenes,movies
574,174,5853,"An excellent vampire movie with excellent acting and an excellent plot.  Have watched it several times and will again, it's that good.",movies
575,175,7034,"The sequel to Resident Evil, Apocalypse pales in its shadow.  Resident Evil was a guilty pleasure that provided decent entertainment.  Milla Jovovich did a decent job of playing a action-heroine.  I only wish the sequel managed to achieve its predecessor's quality.

Milla Jovovich did manage to learn one thing about acting: she surrounded herself in the sequel with actors of such a caliber that in comparison is an Oscar caliber performance.  Yes, everyone else in the movie is that bad (although they do have wonderfully stereotypical accents).

The plot is also so disjointed to lose all logic.  First a virus is unleashed around the city so the evil corporation puts a wall around the city to keep the zombies in.  Makes sense so far, but for some reason they put mercenaries in the midst of the city for no discernable reason other then to provide ready victims.  And from there the plot continues to flounder.  What ultimately ruins plot is that is composed of specific action sequences taken from the games with a narrative designed to bridge the gap.  A big mistake.

The ending of Apocalypse (following the final battle) is the best part of the movie.  It promises a sequel that escapes the shackles of the game series.",movies
576,176,8968,"I agree with all the positive reviews! Well written, acting is top notch, superb.  I'm very happy with this purchase.",movies
577,177,1608,Each version has plusses and minuses and are priceless because of the artful interpretations and choice of actors.  Much pleasure received when watching.  I especially l love watching Ciaran Hinds.,movies
578,178,4249,"Don't get confused with what seems to be a small amount of extras on this two disc DVD set.  The visual and audio for the film were pretty good (especially considering how many different times this movie's been re-edited, re-shot, etc.).  The documentary (over an hour and a half long) seems to squash any necessity for an audio commentary.  Seeing how a lot of these physical effects were done reminded me how far film effects have gone over the years and shows how the little experiments can pay off big.  Included are some deleted scenes (almost all I believe come from the previous versions of the film) and some trailers.  However, the main reason for this purchase for me is the film itself.  Though Steven Spielberg admits that out of all his films that ""it's the one that dates him as a person now"", it's one of those films that still has resonance with the little kid in me.  It's a truly great film, and one of my personal favorites.",movies
579,179,2834,A Classic Movie !,movies
580,180,9579,Great item; excellent packaging; fast shipper.  A++++,movies
581,181,4630,This is a crazy movie that Arnold Schwarzenegger made making fun of himself and his movies.  It's funny if you pay attention to the story of mixing the real world and the movie world.,movies
582,182,2656,This Is Just A Very Good movie !,movies
583,183,359,I just watched this movie and follows the Torah very closely.  the acting and sets were really great to look at.,movies
584,184,3815,"One of my all time favorite films. Spielberg drew the content from many actual UFO reports. Allen J Hynek, no doubt, served in some capacity as an adviser... he makes a cameo at the end. I gave it 4 of 5 stars, because it is a bit dated, and the end scene is not as stunning as I recalled. Never the less, a classic SCI FI film.",movies
585,185,2276,love it,movies
586,186,1171,"Woody Allen is a great filmmaker who has made some comedies that are also deep character studies (Annie Hall, Manhattan, Hannah and Her Sisters, etc.). However, there's something to be said for films like What's Up, Tiger Lily, Play it Again, Sam and Sleeper -- films that are just plain funny. Probably the best of these is Take the Money and Run which spoofs the true crime documentaries of the time. Allen plays Virgil Starkwell, a hilariously inept career criminal whose life is one misadventure after another. Using ""testimony"" from people in Starkwell's life and cinema vierte style photography, Allen peppers the audience with hilarious sight gag after sight gag. Among my favorites:

1. In high school, Starkwell joins the marching band ... as a cello player. The image of Allen running up the street with chair and cello in hand, stopping for a moment to play a few bars, then getting up and running a few more feet in hysterically funny.

2. Starkwell invites his girlfriend (played by Janet Margolin of ""David and Lisa"") to dinner but doesn't have the money. He breaks into several parking meters. When he tips the maitre'd, he dumps several dollars in change into his hand and all over the floor.

3. Starkwell robs a bank, but the teller can't read the note he hands him, thinking that the word ""gun"" is ""gub.""

4. When entering prison, one of the guards frisks Starkwell, inducing peals of ticklish laughter.

Indeed, Take the Money and Run seems a lot more like a film by Allen's former colleague on Your Show of Shows, Mel Brooks, than like one of his later films. The story is just a framework for gag after gag -- most of which are unbelievably funny. Allen did some wonderful and deep character studies later in his career, but Take the Money and Run is a hilarious comedy that should stand among his best work.",movies
587,187,9575,"Classic movie and for the price, I had to buy it so that I could relive watching this from my childhood. Glad I did. I don't think bluray would enhance the quality of this film's picture very much, so I went with the DVD.",movies
588,188,6076,"Charlie Brewster ( played by William Ragsdale) has gotten an unusual new neighbor named ""Jerry Dandriege"" ( Played by Chris Sarandon) who's quite savvy with the ladies but he's really a vampire who murders in the night. Charlie's friends such as his girlfriend ""Amy"" ( Amanda Bearse) and ""Evil Ed"" start to believe in him after they didn't, he also hires a popular TV host named "" Peter Vincent"" ( Roddy Mcdowell) who was called "" the great vampire killer of the movies"" to take down the bloodsuckers.

A refreshing, entertaining, and witty horror comedy that makes fun of the vampire genre with some good ideas, gore, self-referential jokes ( Before "" Scream""), great special effects by Richard Edlund, wild vampire make-up effects by Steve Johnson and it's just a down and out fun yet original vampire movie with a cult following, it's one of the best from the 80's next to "" The Lost Boys"".

The DVD is quite good in picture and sound quality with the theatrical trailer, this is a must own movie for fans of horror comedies and vampire flicks.

Also recommended: "" Vamp"", "" The Lost Boys"", ""Fright Night 2"", "" Evil Dead II"", ""An American Werewolf in London"", "" Demons"", "" Cemetery Man"", ""Underworld"", ""Vampire Hunter D"", ""Vampire Hunter D: Bloodlust"", ""Blade"", ""Blade II"", ""Lifeforce"", "" Demons 2"", "" From Dusk Till Dawn"", "" Night Stalker"", ""Scream"", "" Buffy The Vampire Slayer"" ( Movie and TV Show), "" Dog Soldiers"", "" Bram Stoker's Dracula"", "" Def by Temptation"", "" Bordello of Blood"", "" Wolf"", "" Van Helsing"", "" The Hunger"", "" Blood: The Lost Vampire"", "" Dead Alive"", "" Hocus Pocus"", "" Salem's Lot"" ( Both versions), "" The Forsaken"", "" Habit"", "" Martin"", and ""Subspecies"".",movies
589,189,1021,My other review was deleted but beware this disney dvd of condorman is not out of print and is way cheaper on the disney club i cannot write down the prices because that is why my review was probrably deleted because the sellers don't want people to know they can get this dvd cheaper.the anchor bay versions are out of print but not these ones.....you have been warned.i am going to write to disney to let them know about this and hopefully amazon can list the proper prices for everyone to buy.and not be ripped off in times of hardship otherwise great movie 5 stars for this.,movies
590,190,8073,It's Classic!,movies
591,191,976,"Made on the heels of the success of Superman (1978) and not afraid to drop names, this is not quite a superhero film. It is more akin to a 007 spy film, even if at times it resembles the Pink Panther films, being filmed in several European locations and even with music by Henry Mancini. A better photographer and a better director could have done wonders with just that.

The first event in an Istanbul cafe is quite close to a Clouseau movie, but it quickly distances itself from that feel.

The film was quite ambitious for that Disney period, with lots of potentially exciting chases (which never quite get there,) we get custom spy cars & a Rolls-Royce chase, laser shooting speedboats, a sky lift escape, a helicopter and a mechanical wing contraption, which sometimes works and sometimes does not.

Oliver Reed as the villain is an absolute mess, but the two male leads (Michael Crawford and James Hampton) have a quirky relationship that brings to mind The Greatest American Hero (also 1981) down to even having a toothy lead with curly blond hair. Too bad there is no chemistry with Barbara Carrera.

While the description might superficially resemble Kick-Ass (2010), the movie features a comic book artist living out his heroic fantasies, one has really nothing to do with the other.

The animated title sequence is by Richard Williams? The DVD has no end credits.",movies
592,192,7290,"I thought Paul Anderson has done a really good job at directing this movie, and 2 of the cast members doing a funny audio commentary with one of the director's producing buddies.  I'd give this movie 4 stars, because I've been a fan of video game based movies, after seeing Super Mario Brothers in 93' and Paul Anderson's ""Mortal Kombat"" in 95'.  I would have given this 5 stars, if the movie wasn't too short and extended by 10-20 minutes.  But I definitly gotta catch the sequel whenever it comes out.",movies
593,193,3786,"Just rating, not reviewing.",movies
594,194,8321,"Started to watch but, the movie was going nowhere so, I shut it off, so I guess you just be your own judge on this one. I didn't like it but, different strokes for different folks!",movies
595,195,2575,"Air Force One is about a president, played by the tough Harrison Ford, who after authorizing the kidnapping of a former Russian republic president for acts of terrorism, faces his own troubles. Air Force One, the most sophisticated aircraft in the sky, is hijacked by a group of Russian terrorists trying to get their leader free from jail. But they did not count on the president fighting back!
With his wife and daughter on the plane, Ford must race against time to save them. Glenn Close, as the Vice President on the ground, becomes acting president after Ford is presumed dead. She tries to talk down the terrorists, the leader played by Gary Oldman, in his most terrifying role ever. But with no success, it is up to Ford to take them out.
This film has some of the best action scenes in a long time, and the DVD transfer is fantastic. This was released close to the birth of the DVD format, so there isn't a whole lot of extras on it. But the picture is nearly perfect and the sound is very good. If you have a dolby digital encoder, you will be in heaven! I subtracted one star only because there were not more bonus features on it. but other than that, this one is an entertainer!",movies
596,196,7350,"He has ever had passion to explore some aspects of women, but now he's a ""grown up"". I don't want to see Englishmen, Americans and French themselves playing French in a movie describing history facts, we can not find THE REASON France fought with England when those emotions has been confused a lot. Though I like Milla Jovovich, always. About French's madness, if you are interested in it's beauty and mystery (in this movie, it is expressed little and not so completely), I recommend ""Beatrice"" and ""the ninth gate""(but I've ever seen few French movies). Notice how those people betray God; the ways are funny sometimes and beautiful sometimes, though are cruel (cruelty is based on despair) the same time, of course. I don't know how successful the two movies are, in trying to touch the thought of God, since I myself do not really understand God and find it is hard to understand a little more; at least I am sure they are closer than this one.",movies
597,197,222,"I have always loved this version of A Christmas Carol, but the quality was always poor.  If you can get this on blu-ray, I recommend that.  This is a great movie, though.",movies
598,198,3376,"Well, it may have been representative of its day, but as of 12/27/05, it's grown pretty tedious.  It has one thing to say, that could be said in about 10 minutes, but it spreads the ""message"" out over way too long. The ending is truly shocking, and somewhat redeems the tedium of the earlier parts of the film that tend to drag, drag, drag.  Jack Nicholson is, of course, the bright spot in the film, but he's in waaaaay to little of it.",movies
599,199,1804,"I can't remember ever pre-ordering a DVD boxed set - or anything else - on amazon. But I so enjoyed this series on PBS years ago, that I took the plunge and pre-ordered this 40th anniversary collection.

Buyer's remorse? No way! I'm in the midst of hours of enjoyment going through this set in order, watching the episodes, the commentaries, the interviews, the special ""Making Of .."" programs, and the other included extras.

I find the video quality of these DVDs to be at a minimum acceptable, and often excellent. But then, I don't expect that a TV series shot on a modest budget in the UK in the 1970's on videotape, can be transformed into a fantastically hi-def TV experience on modern DVDs. I never saw the old A&E DVDs, which I have heard were of disappointing quality, so I can't compare these DVDs to those.

At this point I'm about half-way through the fourth season, the World War I episodes. And looking forward, after I finish writing this review, to heading back to the living room to watch another episode this evening.

Just because this subject came up in a prior review: I have had no problem turning on (and off) the subtitles (aka closed captioning) using the onscreen menu of my Blu-ray player.",movies
600,0,7992,"A great alternative to Photoshop - does everything Photoshop does, even uses Photoshop plug-ins, only without the Photoshop price gouging.

This new version is 64 bit.  Great, but for some reason, this 64-bit software still takes forever to load and still shows sluggishness in various areas of the app, like pulldown menus, etc, even on a ultra hot system with SSD drives.  Still trying to figure that out.  Must be written in the clunkiest, most bloated software development product ever devised by mankind, Microsoft Visual Studio.  That would explain everything.",software
601,1,1919,this item is wonderful.  it enabled me to install things permanently instead of having to disconnect and reconnect.  i couldn't be happier.  and it has the power to run things.  i'm a computer illiterate but i know when my life is easier and less complicated.,software
602,2,8720,"Use H & R Block (Tax Cut) program every year for well over 10 years!
It is reasonably priced and does the job.  It has handled complex tax years and easy tax years for me.
As with any tax program you just have to go slow through the questions and answers. If you answer no to a question that should have been yes you may not get the proper forms or part of the return to fill out.
If not sure just answer yes and you can by pass the part when it comes up.
Overall it makes a complex task easy as long as you do not rush.",software
603,3,5511,"I installed KIS 2011 on three of my home computers (2 desktops and 1 laptop) and it runs very well on all three, which is great when you consider that the newest of these computers is three years old!

Installation was easy, although the first thing KIS 2011 did was check for a more recent version of itself, which I downloaded before I installed anything.  Nice to be up to date.  Upon completing installation, I manually updated the virus definitions.  I'm sure the program would have done it automatically given time, but I wanted to update them right away, so I did it manually.

The program has a very clean and organized interface.  Finding what you need is fast and easy.  A big green button lets you know you are safe and protected.  Alternatively, if something is amiss this button will be yellow or red so you can easily tell the state of your protection.

I was also impressed with how configurable KIS 2011 is.  If you like to tweak settings, then you'll love it.  That being said, it also runs extremely competently ""out of the box"" with everything left at ""default.""  It does not seem to slow my computer at all, which is a huge plus.

Parental controls are extensive and easy to use, and include monitoring of time, blocking webpages and keywords, and allowing internet usage.  Accounts can be password protected, so your kids can't change the settings!  Extra features of KIS 2011 include a virtual keyboard (keyloggers can't detect this type of input) which installs into your browser, and is activated on demand by a tiny icon in the browser's existing toolbar.  I thought this was a nice way to implement this feature; no annoying extra toolbars cramping your browser window!

This version has a license for three computers, but be aware that you have to install and activate all three licenses within 30 days of the first one, otherwise the remaining/unactivated ones will be invalid.

In conclusion: I have tried two other 2011 ""Internet Security"" suites, and uninstalled both.  KIS 2011 is my choice for this year.  I'm very happy with it.",software
604,4,2095,Wincleaner gets rid of register problems and useless files. It cleans out cache memory. It will speed up your computer. I've used it for years. It's easy to use and doesn't crash your system.,software
605,5,7956,Great product. I would buy again.,software
606,6,9569,"I bought 2015 Premier to continue use of One Step Update functionality (my 2012 Premier One Step would become non-functional after April 2015),  2015 Premier installation was smooth without problems, it converted my QP2012 Portfolio data sets to QP2015 format (after first auto-saving my existing QP2012 data sets in a separate folder). The only somewhat annoying step was that I had to ""register"" with a Quicken User Name and password, etc. individually when converting each QP2012 portfolio to QP2015 format - that is, it doesn't provide a global ""registration"" applicable to all portfolios. All portfolios were converted correctly and all existing username+password settings for each One Step Update account were preserved.

I don't recall seeing in QP2012, but Q2015 does have useful reports for investment asset allocations.  It also provides an investment ""X-Ray"" feature to capture Morningstar info for investment (however, I haven't used that feature so I can't comment on it further).

Overall, QP2015 (like QP2012 before it, from my experience) is a terrific product.  Easy to use, easy to update transaction data (either manually or via One Step (once you've setup access with your financial institutions), and provides useful pre-configured (and customizable) investment & tax reports.  I highly recommend this product.",software
607,7,9971,"Yes, TurboTax has changed their formats so that you need to buy the Home & Business edition to get the schedules that used to be included in the Deluxe version. Although it is aggravating to feel Intuit is nickle-and-diming their long time customers with this change, using TurboTax still costs a fraction of what a professional tax preparer would charge. (The well known big-box tax preparation firm I used last year charged over $500 - and my taxes were not particularly complex.)

Installation and set up is straight forward, and you can download last year's tax return from the cloud to pre-populate some of your information.

The bottom line is that this will save you time, hassle and money when preparing your federal and state taxes.",software
608,8,6768,"<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Amazon-Echo/dp/B00X4WHP5E/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Amazon Echo</a>",software
609,9,6640,This program seems to be an excellent program but is a bit difficult to use.  I'm still working with it to learn how it operates.  It functions fast and gives good information back to the user.,software
610,10,324,"Simple to set up, faultless performance, slightly big and could be smaller.

Price was right.

Overall a 95% in my book!",software
611,11,3476,"I am an Army Reservist and had to learn Arabic really quickly.  I used Rosetta Stone and couldn't believe how fast I learned Arabic basics.  Well, I'm back from the Middle East and can tell you that what they teach you is applicable and correct.
So, I am planning a trip to Italy in a few months and immediately thought of Rosetta Stone because I only know as much Italian as what I have heard from watching the Saprano's.  I have been using the system for the last couple of month's now and I feel very confident in being able to carry on a basic conversation in Italian and I am only though 1/2 of the course.  I'm astonished.
For those not familiar with Rosetta Stone's programs, they are hand's down the easiest way to learn a language.  Just brief over the basic instructions, put the disc in your drive, and start--it's that simple!  You don't have to pour over manuals, dictionaries, audio discs/tapes or history books.
I've tried Berlitz and many other programs in the past that required all of those other 'tools' and their systems depended on memorization.  Other programs don't work for me.  Rosetta stone uses another approach by allowing you to learn a language in a way that allows you to UNDERSTAND the language instead of MEMORIZING a language. If I can't remember a shopping list, how can I memorize an entire language?

By the way, the US Army offers only 1 language program free to soldiers and it's Rosetta Stone...because it is the only one that works.",software
612,12,7583,"I began my college career as in illustration major. I was able to enter a fairly prestigious program as a result of my portfolio (and truly talented high school teachers who invested a great deal in their students). I left the program after two years ... I couldn't conform to the idea of turning-in sloppy-but-on-time work, especially as a photo-realist. Now, I am a professor of English (film-studies is my specialty). Still, I have never stopped drawing and I have always remained in the visual arts. Recently, one of my film-studies students was telling me that actual drawing is archaic. She wasn't taught pen-and-ink, has never used a tortillon, and did not even know about light-tables. She explained that EVERYTHING now happens on her Mac. What a genuine shock. After significant consideration about how this impacts the art-world (and a bit of mourning for my now obsolete talents), I picked up this software.

I provided this introduction so that you know I am entirely new to this form of art ... but not (at all) to art itself. Therefore, basically, I am speaking to those slightly older folks (maybe somewhere in their thirties) who have yet to make this leap.

As a whole, Painter is surprisingly intuitive. Now, since I was provided a short amount of time to learn this program (before this review had to be posted), I remained in the areas in which I was trained. While there was a considerable learning-curve, I was able to produce a few nice pieces (after a several scrapped ones). As I continue to play and expand into areas outside my comfort-zone, I will update this review. Nonetheless, I can also say that it is exciting to experiment with the options provided ... to tinker with a drawing and then ""reset"" it when I don't like the effects, well that's pretty invaluable. (I do remember those days of recreating a piece because my ""bright idea"" of adding spot color or stippling instead of cross-hatching turned out to be sadly incorrect).

The investment here is steep. But, for many of you, it will be well worth it. My advice is to find someone in your field who already has this, take it for a test-drive, and then assess if it is better than what you are currently using. Moreover, if you are a parent considering this for your high-school student, this is a fantastic program ... in fact, it really doesn't get much better.",software
613,13,8748,Used it for years. Great anti virus.,software
614,14,6039,"This can be successfully installed on Windows 8.1 and Windows 10.  I was able to
print something from each of these two computers.

For Windows 8.1--Place disc in DVDCD drive and then hit the windows key below the Z along with r
key at same time.  Not only did it load but all the graphics on the disc as well as other goodies
for a print job are there on the hard drive.

For Windows 10-  Right click on DVDCD D Drive area which is part of file that is pinned taskbar.
Then right click again.  A whole menu will drop down.  The choices at the top are expand, send
to device, and then install or run program from your machine.  Select this one.  Do a custom
install.  After finished with that installation, go back to modify on Printmaster menu.  You have
to install Art Disc and Art Disc 2 individually.  Then it works as well as the program on Windows 8.1.

I saw something about graphics, etc had to come from Internet.  There are over 300,000 graphic
images so I can't imagine going to Internet.",software
615,15,2029,Very basic. Does everything.....that a normal taxpayer would need done.  This makes 16 TurboTax years in a row that I have bought.  I have no complaints.,software
