,level_0,index,input,label
1178,178,6129,"This gem of horror from 1985, featured Roddy McDowall as the great vampire killer, who is quite shaky, though ends the film with much bravery, William Ragsdale as a sex-crazed teenager and Chris Sarandon as a new neighbor with a little bite. Also showing up on the scene are Amanda Bearse as the present-day Mina and Stephen Geoffreys as Evil Ed, who is an absolute riot in the film. This vampire classic is not only for me, the best vampire film, but perhaps the best horror film. This movie is one of the great definitions of entertainment. There's some great special effects in the film including a very freaky Evil Ed-wolf and a menacing Jerry Dandridge-bat. Tom Holland, a master of horror who's also directed Child's Play, and written such creepy-pleasers as The Beast Within and Psycho II has given this film a great foggy atmosphere and vibe-full colors, and a great 2:35.1 widescreen aspect ratio that is an incredible delight. This film also stars Jonathan Stark from House II.",movies
1179,179,8532,Great  movie play,movies
1180,180,6589,"""Midnight Express"" is the upsetting true story of an American youth detained at Istanbul Airport trying to smuggle several packets of hashish... This terrific movie based on Hayes' book details the terrible story of his severe experience and final escape...

Brad Davis puts on view the frustration, anxiety and severe mental suffering of a tragic figure... He stands shaking with fear in a small enclosed chamber...

At the court, Davis' looks were lacking energy and interest... His voice trembled with rage and affliction when he delivered a despairing frantic speech accusing the prosecuting attorney and the judge...

In a prison of desolation, he refuses to accept one captive's advances; he steals an informer's money for revenge; and gives a harsh lesson in brutality on one oppressor...

Paul Smith plays beautifully the brutal and sadistic head-guard... Being of nature cruel and heartless, this bald man is vindictive and indifferent to the truth... He is cruel, vicious, unjust, and verbally abusive...

The Turkish prison is seen as an environment so dirty, horrific and inhuman, clouded by rape, beatings, stress and punishment... Parker permits the cruel prison guards--characterized by their aggressive, cynical, and inflexible behavior--to speak in Turkish since this situation can easily create hopelessness, frustration, hatred and despair...",movies
1181,181,4418,"This is the first movie where Tom Hanks really began to show his depth. It was a film that required him to open with the comedic chops he's honed so well but then, because of the deepening of the film's story from comedy to drama, requested so much more of him. He ultimately delivers in spades.

This is really a story about a son moving very fast in the fast lane of advertising. He's a pro and he loves what he does. He's also a personality that lives on charm and in the moment.  But when his parents separate after years of marriage, his life changes rapidly from no personal responsibilities to a multitude of them. It's also begs a question that rarely gets told well- how do sons and daughters deal with parents as life turns the tables and we suddenly start having to deal with listening to and taking care of them? The changing of roles and responsibilities. As the film unfolds, it presents those concerns with proper weight, depth, sadness, growth and understanding.

Gary Marshall directed the film prior to his mega hit with Pretty Woman but I really think this is the better film of the two. He draws the best from Jackie Gleason, Eva Marie Saint and Beth Armstrong and Hector Alonzo- each lending a real ensemble cast feeling to the piece and although Tom Hanks shines- so do they.

Jackie Gleason deserves special mention because he really plays a rather hard, sad man at the end of the road as a clothing salesman, and he digs deep, never lending anything false to how this man thinks, feels and operates. The exchanges between him and Hanks about how he was raised lend a real truth to the role.

If you're looking for a film that has some humor and some depth of feeling in the same breath, this is an interesting evening's viewing.

An underrated film that deserves a second look and a larger audience.",movies
1182,182,8133,All time great musical - Great cast!!!,movies
1183,183,9551,My God daughter loved it! It was fun..,movies
1184,184,843,My sister and I have watched Arthur since 1997 and we love it! I'm now  in college still watch the show when I have time.  Arthur's Perfect Christmas is a great movie to watch during the holidays. If you haven't seen it you should.,movies
1185,185,9888,"this was a gift the person who rec'd it was a big fan of monty python, he is looking to purchase more",movies
1186,186,2421,My childhood...That is all :),movies
1187,187,1954,"This film is fantastic!  Jeff Daniels is the best George Washington I have ever seen!  The conversations convey the type of speech used in that colonial period, yet are understandable today.  The research that went into the costumes and props is phenomenal and makes the film look very authentic.
The cast is wonderful, and this film is inspirational!
For those who love this movie and would like to read more, I would recommend Thomas Fleming's exceptional book Washington's Secret War.  Having seen this movie, you will feel like you know this George Washington personally, as you turn the pages.",movies
1188,188,3897,"are on blu-ray, in the 2-disc set, all are excellent, for different reasons, and all are part of cinematic history.

I like Spielberg's third Director's Cut the best, except that it excludes Roy at the power station in the beginning which was shown in the 1977 original theatrical release version.  This scene was important, to show why Roy chooses not to show up for that job anymore after his initial UFO sighting (the job was thankless and his bosses were real A-holes).

Flip-flopped in the Special Edition and Director's Cut are the night sighting picnic with the India ""Where did these sounds come from?"" segments, which, I think, flow better in the order they were presented in the 1977 version.  The cut between the night sighting picnic that turns out to be noisy helicopters and the subsequent dead-quiet of the observation station is more jarring in the latter two versions than in the 1977 version, where the noisy helicopter's search light on Roy cuts to the cars arriving in India in sunlight.  But, in the grand scheme, of the timeline of chronologically telling the story, one can see why Spielberg flip-flopped the order of these two scenes.

The ""pillow mountain bit"" is happily removed from the latter two versions; never much cared for that.

Carl Weathers (Apollo Creed of Rocky fame) does a brief cameo in the 1977 version as an Army seargant who interrogates suspicious-looking Roy, who looks like a potential looter, during the evacuation sequence, when the bird salesman is doing a great scare job in the background.  This bit, quirky but not really necessary, is happily removed from the latter two versions, and instead the scene hangs on the bird salesman saying ""Even my dog has a gas mask!  And any of you folks are worth more than a dog!""  Funny.

The Roy in the bathtub fully-clothed sequence, which ends in a horrible screaming match that involves the whole Neary family, followed by the Roy yanking out the neighbor's chicken wire and throwing bricks and dirt into his kitchen window to build his ultimate Devil's Tower model next day, perfectly segues into Roy's wife, Ronnie, taking the kids and leaving for her sister's, for good, in the Director's Cut.  In the 1977 cut, we don't know what the heck Ronnie is talking about when she says to Roy, in the morning, ""I'm sorry about last night"", and, in the 1980 Special Edition cut, the entire Roy throwing dirt into the house scene is excised, cutting from Roy realizing that Devil's Tower has a cut-off peak, to Ronnie taking the kids, which also doesn't make sense.  I'm glad Spielberg finally got it right by including BOTH scenes in his Director's Cut.

This is one of the most AWESOME achievements in cinematic history, a triumph of human imagination, and a film that has a truly noble, altruistic agenda, in an era of otherwise formulaic ""beastie"" monster movies.  It gets the awesome transfer, in all 3 versions, that it deserves.  Spielberg's critics said ""lightning can't strike twice"" after the wunderkind young director struck a massive bolt with his last stroke of genius, Jaws.  They were wrong!

This set has excellent behind-the-scenes extras, including the classic 1977 Watch the Skies featurette that was shown in cinemas (finally transferred here in HD!), a complete 1997 retrospective produced by Laurent Bouzereau, and some new interviews with Spielberg, also produced and directed by Bouzerau, that shed new ""light"" on the whole project.  A must-have for any serious cinephile.",movies
1189,189,3429,bought for my mom. she has Alzheimer's and is really enjoying watching the old classic movies! hj kjh jklj lkjl,movies
1190,190,7366,"I assume the dvd that ... is selling is the same one available in rental stores.  If it is I must say the movie is extremely difficult to hear.  Most of the time the dialogue is extremely quiet or not even evident.  If there is dialogue present then the soundtrack is recorded so strongly and loudly over it that you don't hear it.  Plus, if you have a dvd player with dynamic sound which evens things out you will NEVER hear the dialogue unless you turn it off due to the poor overpowering imposition of the soundtrack over the dialogue.  The neurotic bit with Joan grows tiresome  as well.  It is very nice though in it's way of gloriously demonstrating midevil warfare :)))",movies
1191,191,9972,"As a Monty Python fan I've patiently waited for this movie to come to Blu-ray(2012) but didn't have very high expectations that it would look and sound all that good. Well I was wrong. It looks and sounds Great! And I'm not going to tell you it's an excellent movie, you already know that--great British humor(actually universal humor), ridiculously funny, great actors. And a silly price of only $9.99 (was $12.99 on release date).

Sony did a 1080p transfer(1.66:1 original aspect ratio) of this movie that looks amazing! There's lots of strong detail in faces, clothes, as well as surroundings like buildings, grass, trees. Flesh and earth tones look very natural. Blacks are deep. Strong color is not going to jump out at you, but that's just the nature of the film as the outdoor setting of much of the movie's grass, dirt, and rocks(browns, blacks, grays & greens) never contained strong color elements. But what color there is (like in the tabards,coat of arms, shields) looks very good indeed. Is the movie without soft shots or grain? No, but they've brought out a whole lot of nicely rendered detail that makes the movie a joy to watch. Until now, I feel like I've only seen this movie through a fog. Well, the fog has finally lifted and everything looks sooo fresh.

The audio is a lossless soundtrack (DTS-HD MA 5.1 lossless). Voices sound very crisp and clear. Sound effects in general are very good. Audiofiles will notice some very rich sounding sections, but also some that are just acceptable. Overall, it is very enjoyable with nice use of surround sound and I think most people will be more than happy with it.

LOTS OF EXTRAS: (Some New Stuff)
Lost Animations (1080p, 12:55) Features Gilliam animations deleted from the film. ***New for this blu-ray release***
Outtakes & Extended Scenes (1080p, 18:57)***New for this blu-ray release***

MORE INCLUDED EXTRAS:(Some HD, some SD)
Subtitles for People Who Do Not Like the Film (From Henry IV pt. 11).
3 Mindless Sing-Alongs (480p, 5:10).
How To Use Your Coconuts (An educational Film) (480p, 2:58)
Quest for the Holy Grail Locations (480p, 47:00) Special Documentary
Cast Directory Photo Gallery (1080p).
Lego Knights (480p, 1:43): A lego recreation of the ""Camelot's a silly place"" scene.
Meanwhile, King Arthur & Sir Belvedere...
Elephant & Castle
Run Away!
The Tale of Sir Robin
The Tale of Sir Lancelot
BBC Film Night
Re-release Trailer

There are a couple more Commentaries, a Japanese version of 2 scenes(English subtitles), a UV Digital Copy and some credits AND the first subtitle from the opening credits that was missing on the Special Edition DVD is back. Comes in BLUE AMARAY CASE, NO SLIPCOVER.

If you've never seen this movie, you are seriously missing out.&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Monty-Python-and-the-Holy-Grail-Blu-ray/dp/B0016492BW/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Monty Python and the Holy Grail [Blu-ray</a>]
Endless re-watchability.

FREEBIE FOR iPad Owners: Free After Rebate--get the related iPad app called ""Monty Python: The Holy Book of Days"" ($4.99, App Store) - Recreates the 28 days of location shooting of the landmark film. Mail-in rebate if you buy the iPad app AND the blu-ray. Rebate info is supposed to be on the back of a sticker on the outer wrapping, but some people are reporting there is no sticker so I've included all the rebate details in the first comment below this review.
According to the App Store:
""With your iPad and Blu-ray player synced via your WiFi network, the app becomes your remote control and lets you see the exact scenes talked about in The Holy Book of Days. It's an entirely new way of watching the film.""

UPDATE: 7/10/12 the ""Monty Python: The Holy Book of Days"" app for iPad is still available on iTunes but it's $4.99 now, no longer free.",movies
1192,192,7861,Everything pm,movies
1193,193,7710,"You should see this movie. It is good enough to see at least once depending on taste. I plan on seeing it a second time in the theatre for anything I missed while I was cringing in my seat. (which wasn't much--but I really liked this movie)
I am really getting annoyed with the bad reviews this movie is getting though. Some of the reviewers trash the movie always referring to the Alice in Wonderland theme and Anderson's past film credits (Mortal Kombat). Now tell me honestly...how many times was Alice's (Milla) name even mentioned? How many times was the mansion referred to as Looking Glass House? Not many. So why complain about that tid bit? And as far as original...what HAS been original in horror films lately? Most everything in one fashion or another has been done or copied. So just enjoy the ride. Sit back and let it take you because it DOES.
I am sure that while it seems a little odd, Anderson wanted this to be kind of like Alice down the rabbit hole scenerio. Who wouldn't be feeling that way in this situation?
I thought that this movie (the game series aside) was very eye stimulating and chilling. The zombies were a little...well they could have been scarier or something but they're zombies not mutant zombies so what do you expect?
From the opening scene in the elevator that was pretty heart stuttering to a confused, upset, and nearly nude Milla in the middle of Racoon City. I was really excited to see the end scene because it has the feel of a sequel and perhaps this movie being sort of a PREQUEL to the game kind of thing, we'll see more of what we wanted to see when we thought this was the first game in the series. (It will just be RE2 that's all)
I would like to see a sequel. No doubt about it. It got jolts and scares out of me despite reading the scorn and criticism I'd read before seeing the movie. I mean-- I liked Aliens, I liked The Cube, I like zombies and freaky scenes. The red queen was pretty neat and I thought Milla and Michelle rocked. So if you enjoy just a good scare flick and can leave some of the scorn people are throwing around out of it--you will have a good time.",movies
1194,194,119,Good movie.,movies
1195,195,3088,if your a collector  you will want this; idem. but as far as entertaining.  its actually poorly done,movies
1196,196,4827,"If you couldn't get enough of attractive well-known actresses from this month's hot TV show being casted in moronic horror movies with no love for the genre whatsoever then I've got good news. Another ""I Know What You Did"" film. The fisher man with the hook for a hand is back after Hewitt and her obnoxious friends which include returning Freddy Prinze, Brandy, and Mekhi Pfefier as the token black guy.
A year after the first incident, Julie (Hewitt) and company have won a trip to a tropical resort. Little do they know that it has all been set-up by the killer from the original and he is looking for a little more retribution. A predictably gory onslaught ensues to the backdrop of an incoming storm that is making life even more difficult for these poor kids.
Hewitt is the highlight of this film- but not for her acting chops. Her beautiful cleavage and knack for wearing soaking-wet white T-shirts is really the only redeeming value in this very dumb sequel. Jack Black as a goofy white wannabe Jamiacan is too annoying for words. Freddy Prinze is as terrible as always in his portrayal of goofy guy-next-door Ray. Love gets to do her thing here as she not only sings karaoke but gets to explain to co-star Pfeifer why ""her people can't dance"". Even tremendous character actor, Bill Cobbs, is wasted in this awful sequel. It's over-acting galore as Hewitt and Brandy trade screams and arguments back and forth in the rain. As mediocre and tired as I found the first film, the script for ""part two"" manages to show it up in every way except the good kind.",movies
1197,197,6066,"After the ending of part 1, Alice and her friend are taken by the Umbrella Corporation. Her friend, being scratched by a mutated creature in the Hive, starts to mutate and becomes this huge menace. a project named ""NEMESIS"". ALICE is taken and placed in the hospital where Umbrella employees can keep an eye on her. Unfortunately for them, The Hive was reopened and all the undead creatures and zombies come out to wreak havoc on RACCOON CITY. ALICE is awakened by one of the ""doctors"" and soon finds herself above ground trying to find her way out and others that may have survived this nightmare. Meanwhile, RACCOON CITY itself is under Umbrella Control and ""fenced off"" so to speak. The doctor that came up with the ANTI VIRUS has been secured by Umbrella, but his daughter is still inside the fenced off city that is now becoming a war zone with the undead. He seeks the help of ALICE and a few STARS members, introducing us to the lovely VALENTINE. They seek out to find his daughter, the ""host"" used to create THE RED QUEEN. When the daughter is recovered, the leader of UMBRELLA at Raccoon City decides ALICE must fight NEMESIS or else. They do fight, but you know who wins. They try and escape in the UMBRELLA helicopter, but it crashes in the bomb blast that destroys the city on the surface. ALICE is presumably killed in the crash, but Dr. ISAACS and his team arrive at the helicopter crash site and take ALICE back to an Umbrella research facility, where, ALICE is cloned and all her memories from the previous ALICE are put in place, once again. She is back to herself once more and looks to wreak havoc on Dr. ISAACS and his team.
ALICE, the daughter, VALENTINE, and Alice's man sidekick from the STARS squad come to her rescue, while Dr. ISAACs has other ideas for the future...
Contrary to what the ""details"" say above about having no special features, there ARE SPECIAL FEATURES on this disc!

** Special Features are:
~ Game Over: Resident Evil Re-Animated ""Making of""
~ Featurettes: Game Babes, Symphony of Evil, Corporate Malfeasance
~ 20 Deleted Scenes",movies
1198,198,2653,"""No Mercy"". A movie written and directed with an A excellence for Action, Suspense, and Romance and casted perfectly. Almost reminded me of Denzel Washingtons, ""The Equalizer"" but that was on another level, of course. I had to give this 5 stars, because 4 would be too critical for minor defects if any and too critical of minor details in the movie. The only thing I was surprised with, is that Richard Gere dyed his hair brown for the part ? No a ""Mr Jones"" it was not, that was out of part for Richard Gere's parts in movies he takes, but it was great. The Beautiful Kim Basinger showed B+ acting and Richard Gere the Hero. If you want to see that kind of movie, Watch ""No Mercy"" !",movies
1199,199,5833,One of the best movies of all time!,movies
1200,200,2230,"Good movie, if you don't put much attention to the improbabilities, you'll enjoy this movie.",movies
1201,201,4551,"The idea was good but the acting-especially the children actor- is so very bad.
Also the transformation from the real world and the screen world is unbelievable,

It was not a good film when i first watched and it was not a good film when I watched again with the cheap bluray verison that I bought.",movies
1202,202,1125,"This is another, funny interesting comedy from Woody Allen in the vein of his early work. Good stuff. Great comedic style in classic Allen fashion.",movies
1203,203,1706,"Yes, I've read Jane Eyre, for the first time when I was twelve.  And, yes, I liked the book.  But this movie isn't the book and I liked it as well.
One thing the movie did very well in the beginning was to condense years of abuse by Jane's aunt and Mr. Brocklehurst into a few key horrific scenes that also point out the affection that Jane felt for her friend Helen, the few kind teachers and later her pupils.
Ciaran Hinds as the hero begins with a great deal of roaring and bluster, but here and there are hints that this is a screen he uses to protect himself from the pain of intimacy.  The key to Mr. Rochester's character is in the scene in which he tells Jane about his ""grand passion"" and how he was betrayed by the woman he adored.  Juxtapose this against the first Mrs. Rochester's passion for him that overset her reason.
Samantha Morton does a lovely job of portraying an innocent who is not ignorant of the darker aspects of human nature-- Lowood School taught her more than reading, writing and geography.  Her plummet into the pain of the truth and then her coming to understand the power of the passion that grips her is very well played.
If I want to re-experience my version of Jane Eyre I will reread the book.  That does not mean I cannot enjoy another interpretation of the story.",movies
1204,204,3506,"This is a total girlfriend movie.  These southern ladies each have a story to tell and they all run together when tragedy strikes when one of the charachters.  Just goes to show that you us girls can be a lot stronger than you think.  Lots of laughter, tears, one-liners and an all around enjoyable flick!",movies
1205,205,2321,blast from the past,movies
1206,206,2780,Good,movies
1207,207,6617,"Brad Davis in his best, and most famous, role as Billy Hayes...a young American trapped in the Turkish prison system.  His beautiful, sensitive performance in an arguably (un)sympathetic role and Guber's understated direction combine to make this standard prison-break drama an above average and suspenseful two hours.

Interesting to see again in the context of 21st Century political climate/correctness, global relations and drug culture.  Too bad the 20th Anniversary DVD edition didn't rise to the occasion and include at least a scholarly or insightful commentary track...but they played it safe and played it cheap by slapping together this ""special edition"" which offers NOTHING special other than the fine performances and compelling story of the original film.  Oh, yeah...and the disk had some glitches, too.

I recommend the movie to see again, but this DVD is not worth purchasing even at the discount price.",movies
1208,208,2993,Thought it was really cool back in 1969. Still worth a look.,movies
1209,209,4,"X is one of the best punk bands ever. I don't even like calling them a punk band, but that's what they call themselves so I guess it's OK. This is musically complex punk with a lot of influences and a lot of tight playing and gripping tunes.

This is an awesome concert. The only two problems are that 1) it is just 67 minutes long and 2) John Doe's bass is buried too deep in the mix.

Every X fan should get this. More importantly, anyone who doesn't know about X should get this.

Why X? Did you know, for example, that:
- X has a different sound based on the unique harmonies between co-lead singers Exene Cervenka and John Doe that really sets them apart from anything else out there?
- Doe, Cervenka and drummer DJ Bonebrake also play in the country punk band The Knitters?
- Billy Zoom, the guitarist who originally formed the band, used to play rockabilly guitar for Gene Vincent and other big stars, and has been voted one of the greatest guitar players ever by Guitar Player magazine?
- X were playing Leadbelly tunes way before Kurt Cobain?
- Ray Manzarek, keyboard player of The Doors, produced X's first four albums? This is one of the big reasons why the band covered and generally closed its concerts with ""Soul Kitchen"" from the album&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/The-Doors/dp/B000MCIBE8/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">The Doors</a>
- Cervenka and Doe used to be married, before Exene later married Viggo Mortensen -- Aragorn from the Lord of the Rings movies?
- Billy Zoom left the band from the mid-1980s to the mid-1990s, but during this time the band still managed to record&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/X-Live-at-the-Whisky-a-Go-Go/dp/B000005IRW/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">X Live at the Whisky a Go-Go</a>, one of the greatest live rock albums ever, with guitarist Tony Gilkyson?

As this DVD proves, X is still as good as ever. Billy Zoom still plays standing in his trademark splayed-leg stance with a broad grin on his face. Did I say he is awesome? Awesome.

I waited way too long before getting this one, thinking I could do without an X DVD. And I could have. But why should I? This really is worth it, and I'm sure I'll be putting this one in the player more often than a lot of my other music DVDs. Really, really good.",movies
1210,210,1699,Absolutely love this series.  Planning on taking a day and watching on the DVD's in a Upstairs/Downstairs marathon.,movies
1211,211,1716,"I've read the book (10 times) and seen all the movie versions.  The ""Jane"" in this video was unbelievably haughty and unattractive.  How in the world did Rochester ever fall in love with her?  When they kiss in the movie there is the ""chemistry"" (mentioned in other reviews), but lust isn't what the book is all about.  All my favorite passages were cut out or adulterated beyond recognition.  This would be a terrific disappointment to any one who really loves the book.",movies
1212,212,2962,Hadn't seen it in about 10 years. One of the movies you can watch over and over. Great family movie.,movies
1213,213,171,"Cute, but not as good as original.",movies
1214,214,8660,Cute movie for a really reasonable price...,movies
1215,215,6156,"Loved and bought the whole series. Milla is energetic and beautiful and plays her part well. Some are better than others, but I'm still waiting for final movie in series.",movies
1216,216,533,Joseph is my favorite movie out of the Bible Collection. I am going to get one movie at a time as I can afford it until I have the whole collection.,movies
1217,217,8,Good songs. The DVD is a little boring.,movies
1218,218,3474,"This is a true classic.  The movie starts so slowly that I was afraid I was going to drop off to sleep.  The commune breaks things up a bit, but the fun only really starts when Jack Nicholson joins the club.  Truly, Nicholson is one of the greatest actors ever.  From Terms of Endearment to Batman, Nicholson makes almost any movie worth watching.  Same here.
Many scenes are laugh out loud funny.  I was rolling on the floor laughing during the exchage about aliens.  The drug trips are interesting.  The music is a huge part of the culture and so it is in the movie.
To tell more would be to ruin the greaetest moments in the film.  It is worth watching.  I should say that there is some nudity, but no language if you are interested.",movies
1219,219,3974,"I remember seeing movie when I was 13, and was just floored at the special effects, and the story. Then in 1980, they came out with the ""Special Edition"", the version where they show show the inside of the Mother Ship, and I thought, ""that was total crap!"" Never really looked for the original version, but I remember the S.E. was about the only one out on VHS.
Watched the Blu-Ray Original version last night, and all I can say is WOW. Excellent picture, excellent sound, and excellent memories. If you enjoyed this movie when it first came out, then please purchase this edition, you""ll be happy you did.",movies
1220,220,2002,great,movies
1221,221,6745,"Up until this film I did not have a very positive view of Barbara Streisand's acting ability.  Despite my tendency to hold on to my opinions past their time, I have changed my mind in a dramatic way. This film  undeniably proves that Streisand is a very talented actress. Nolte on the  other hand has always had great potential, even if it hasn't been realized  in every film he appeared in. No need to worry, in ""The Prince of  Tides"" he is tremendous.

This wonderful drama contains  elements of horror and suspense but its strength comes from the romance  that blossoms between the psychiatrist Susan Lowenstein, (Streisand), and  the failing football coach, Tom Wingo, (Nolte).  These two have a chemistry  which draws them together against their will and sucks the audience along  for the ride. Additional complexity, derived from the fact that they are  both married, also enriches the experience.

Because the story is  ostensibly about the struggles Tom goes through as a result of his Sister's  latest suicide attempt, the film often travels back in time. Lowenstein  needs Tom to fill in the blanks about his sister's life so that she can be  better treated. Unfortunately Tom is almost as reluctant to recall his  childhood events as his comatose sister.  This is not at all surprising  when we eventually discover all the details.

We slowly learn,  along with Lowenstein, about a severe and traumatic family history. Three  children, of whom Tom is one, are spiritually imprisoned by an abusive  father and a manipulative, ambitious mother. Their only comfort is in each  other, which is expressed perfectly whenever their parents fight, by their  escape underwater where they hold hands in a ring of love. In the present  though, even this bond has been sundered. Tom's older brother is now dead  and his sister has lived away from him in New York for many years.

There are many sub-plots running through the story. Tom's inability  to deal with his wife, Susan's problems with her son Bernard and her famous  violinist husband, Tom and his Sister's repressed memories and his mother's  attempts to keep it all hidden. Overall it is undeniably a rich and  compelling film. It serves as an example of how good drama can be.",movies
1222,222,9250,The best Bronson movie ever,movies
1223,223,4693,"I don't see what people hate about this film. There are tons of awesome action scenes although they are a bit cheesy. The action is meant to be cheesy though because it's about a movie within a movie.
The cast is really good even though the boy seems a little annoying at first. By the end of the movie you will probably think Jack Slater to be really awesome. Anyways, I enjoyed it. There was humor, some one-liners, but the movie was extremely well done and extremely entertaining. 5 stars.",movies
1224,224,2172,Love Harrison Ford.  Action packed and the good guys win.,movies
1225,225,5051,Are you talking to me?,movies
1226,226,4423,"Tom Hanks and one of my ALL-TIME favorites, Jackie Gleason together!  Great movie!",movies
1227,227,9535,"One for the collection. Good seller.
If you like Bronson movies you will like this one. It is a must for your collection. A lot of great talent,
sadly no longer with us, play their roles to the bone.",movies
1228,228,2111,love it,movies
1229,229,8576,"This is the story of two brothers (Craig Sheffer and Brad Pitt), sons of a Presbyterian minister (Tom Skerritt), growing up in rural Montana in the early part of the 20th century.  All three are passionate about fly-fishing to the extent that it becomes a form of worship for them.  As the years go by, the family begins to grow apart as the older brother makes a life for himself in another part of the country and the younger brother, though remaining close to home, drifts away from his spiritual upbringing into a life of gambling and alcohol.  Yet they always have fly-fishing, a bond that allows them to periodically and temporarily reestablish the closeness that has been lost.  This film is very interesting and moving in the way it portrays the tension between the reality of children establishing their own lives away from their parents and the resulting sorrow and nostalgia over the weakening of familial bonds.  It also explores the mysterious way in which some people seem to be drawn onto self-destructive paths./",movies
1230,230,9700,My son loves this movie. I can't say I do because I'm not necessarily a fan. But my son sure loves Elmo and this movie gives him constant Elmo rather than brown up bits in Sesame Street.,movies
1231,231,279,"Among the best of this beloved Christmas story; We enjoy Henry Winkler's twist on Scrooge and the story-line. He makes for a very believable Scrooge, both pre and post ""redemption""!",movies
1232,232,226,"An American Christmas Carol...based on the classic by Charles Dickens, ""A Christmas Carol."" Now that I've written something, you need to cut down the word number requirement. That's really stupid.",movies
1233,233,5278,boring,movies
1234,234,1942,"December 1776: The Revolution thus far, was a disaster.

For twelve months the first American patriots had endured very little success against the British, being out-classed and routed from the battlefield in almost every engagement. Desertion was rampant. Arms, ammunition, and rations were scarce. Only a small number of the Revolutionaries had any military experience.

Even worse, as was usual in warfare until the 20th century, epidemic diseases were the major cause of casualties, with so many men living together in the open under unsanitary conditions. As if this wasn't bad enough, it was winter, and most of Washington's demoralized troops had only days left to their enlistment contracts.

With the Revolution on the verge of collapse, General Washington needed a victory, ...immediately.

At this point in American History, ...America, OUR nation, was dangerously close to never HAVING a history. This was, quite possibly, the most critical moment in the story of America. The man who signifigantly changed our national destiny at this moment in time, was George Washington.

So how did General Washington save the Revolution from collapse? The story is portrayed most excellently in this movie!

General Washington received intelligence that a regiment of German Hessian mercenaries had made winter-quarters in Trenton, New Jersey. The troops from Hess were considered amongst the very best of professional soldiers in Europe. They had already inflicted severe defeats upon the Revolutionaries earlier that year. It was a long shot, with what limited resources he had under his command, ...but Washington realized that he just might have a chance at a much-needed victory, ...if all went as planned. Surely he did not expect his operation to result in one of the most one-sided victories in military history!

Washington made his proposal to his subordinates. Most of them were vehemently opposed to the operation, given all the factors involved. The weather was abyssmal, intense cold and freezing rain. To get to Trenton, they had to cross the Delaware River, which was already full of large chunks of ice, and a limited quantity of boats.

Despite the various obstacles, they adapted, improvised, and overcame.

They moved their ragged, starving, inexperienced army across the water, marching all night, cold and drenched to the bone! Many of these fellows didn't have shoes. It rained most of the way. The gun-powder was too wet to fire their rifles and muskets. Only the artillery had dry powder, ...which they used to great effect.

This factor makes the nature of this victory at Trenton even more amazing:
The Revolutionary army fixed bayonets, and rushed the town, KILLING the much more proficient enemy at CLOSE-QUARTERS! The completely surprised Hessian troops had just spent the previous night drunkenly carousing and feasting on Christmas Eve. Not one of them expected to be impaled by bayonets in the morning! Not one Revolutionary soldier was killed or injured in the attack on Trenton! Needless to say, ...this victory had the desired result on American morale.

The man who delivered this Christmas Present to America was OUR Founding Father, ...George Washington!
He succeeded because he was assisted by REAL MEN who were determined to accomplish this mission.

The real signifigance of this movie:
There have been several moments in the history of America, at home and abroad, where the nation faced seemingly overwhelming enemies, and abyssmally dire circumstances. This film portrays one of the first of such incidents. REAL AMERICANS take action. They lock and load, fix bayonets, ...and by the grace of God force a glorious victory from what was presumed to be an ""inevitable"" defeat. Be thankful that we had a REAL AMERICAN in command on Christmas Day of 1776!",movies
1235,235,5355,Not mental stimulation,movies
1236,236,1879,"THIS ONE IS ONE THAT I PURCHASED FROM AMAZON.  HAVING BEEN BORN AND LIVED IN NORTH NEW JERSEY, AND AS LITTLE CHILDREN WE OFTEN TALKED ABOUT THE PICTURE OF GEORGE WASHINGTON CROSSING A FROZEN RIVER AND TRYING TO MAKE IT TO GET HIS ARMY ACROSS THAT RIVER. THE IMAGE OF G. WASHINGTON WAS.  FOR ME, THE PART THAT IMPRESSES ME THE MOST IS THE ""SURPRISE"" ABOUT SOME THINGS HE DID - AND HOW THEY DID THEM.  (NOTE: I WILL BUY ANOTHER COPY OF THIS MOVIE, BECAUSE I SURE DON'T WANT TO LOOSE THIS ONE. IF YOU GET ONE, AND IF IT LOOKS LIKE EVERYTHING IS GRAY IN APPEARANCE, THAT WAS DONE ON PURPOSE. AFTER THE MOVIE FINISHES, YOU WILL BE ABLE TO KNOW WHY.  JUST WAIT FOR THE VARIOUS ""INVITATIONS"" AND IF YOU READ THEM, EACH ONE WILL ADD QUITE A BIT REGARDING THIS HAZY WEATHER.  I SAY THIS ALSO BECAUSE I WAS BORN AND RAISED IN NEW JERSEY. IF THEY HAD USED BRIGHT SUNLIGHT, IT WOULD NOT BE AUTHENTIC.  AND, IT'S NOT VERY EXPENSIVE AND VERY EDUCATIONAL.",movies
1237,237,9085,great,movies
